,radx_project,project_title,awardee,project_number,pNum_link,foa,foa_link,summary
107,RADx-UP,A Dynamic COVID-19 Community-Engaged Testing Strategy in Alabama (COVID COMET AL),University of Alabama at Birmingham,3P30AI027767-32S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232618&icde=51923862,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study will evaluate the implementation of a rapid scale-up SARS-CoV-2 testing strategy (ADAPT framework including Assessment, Preparation, and Implementation Phases) in Alabama with goal of maximizing the outreach to underserved communities disproportionately impacted by COVID-19."
108,RADx-UP,Harnessing Technological Innovation and Community-Engaged Implementation Science to Optimize COVID-19 Testing for Women and Children in Underserved Communities,"University of California, San Diego",3P42ES010337-19S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233717&icde=51934518,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study seeks to maximize COVID-19 testing amongst pregnant women and children in an area of the San Diego district near the United States-Mexico border that has been noted to have the highest incidence of COVID-19.
109,RADx-UP,WUIDDRC Supplement-Supporting the Health and Well-being of Children with Intellectual and Developmental Disability during COVID-19 Pandemic,Washington University,3P50HD103525-01S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232657&icde=51934527,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will determine the best implementation strategies to maximize the use of an FDA-approved diagnostic test for vulnerable children with intellectual and developmental disabilities (IDD) in a school setting at Washington University.
110,RADx-UP,New Jersey Alliance for Clinical and Translational Science: NJ ACTS,Rutgers Biomedical and Health Sciences,3UL1TR003017-02S2,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233227&icde=51931972,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study proposes COVID-19 screening programs serving lower-income health care workers and support staff. The study aims to catalyze COVID-19 testing in their households, extended families/networks, and ultimately, amplify community-based testing in vulnerable, underserved populations among low-income, Black and Latino/Latina minority communities in New Jersey counties."
111,RADx-UP,Rapid Optimization of COVID-19 Testing for People Affected by Diabetes,Emory University,3P30DK111024-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233430&icde=51931955,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will optimize testing for minority populations affected by diabetes and associated comorbidities including pre-diabetes and obesity. An iterative testing strategy will be implemented at federally qualified health centers that provide care for uninsured and at-risk individuals and community engagement techniques.
112,RADx-UP,Center for Clinical and Translational Sciences (CCTS),University of Texas Health Science Center at Houston,3UL1TR003167-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233636&icde=51931943,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will identify dynamic disease hotspots and testing deserts in racially diverse regions of South (Houston/Harris County) and Northeast Texas.
113,RADx-UP,Developing Novel Strategies to Increase COVID-19 Testing among Underserved and Vulnerable Populations in West Virginia through Community and State Partnerships,West Virginia University,3U54GM104942-05S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233444&icde=51931992,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study proposes to address COVID-19 testing disparities by enhancing COVID-19 testing among rural primary care offices located across West Virginia, intensifying COVID-19 testing through mobile vans in areas forecasted to experience a near-term increase in COVID-19 incidence, and further increasing COVID-19 testing in Black/African American communities through dedicated mobile van and home testing."
114,RADx-UP,RADx-UP: Improving the Response of Local Urban and Rural Communities to Disparities in COVID-19 Testing,University of Kansas Medical Center,3UL1TR002366-04S3,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233228&icde=51932012,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study proposes to examine the effectiveness of a Learning Collaborative's effort that helps local community organizations address disparities in COVID-19 testing by building “Local Health Equity Action Teams” in 10 disproportionally COVID-19-affected counties.
115,RADx-UP,"Community Organizations for Natives: COVID-19 Epidemiology, Research, Testing, and Services (CONCERTS)",Washington State University,3U54MD011240-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232821&icde=51932026,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,"This study focuses on satellite centers that partner with six geographically contiguous Urban Indian Health Programs (UIHPs) across the United States to launch studies under Community Organizations for Natives: COVID-19 Epidemiology, Research, Testing, and Services (CONCERTS). The overarching goal is to remove barriers and increase SARS-CoV-2 testing among urban American Indian/Alaska Native populations by offering an array of testing options that cover a wide geographical area."
116,RADx-UP,Oklahoma Shared Clinical and Translational Resources,University of Oklahoma Health Science Center,3U54GM104938-08S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232797&icde=51932064,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study will leverage existing community partnerships to help overcome the lack of robust public health infrastructure and healthcare in Oklahoma to address gaps in COVID-19 testing in rural populations.
117,RADx-UP,Collaborative Community Networks to Optimize Implementation of Low Barrier COVID-19 Testing Efforts among Diverse Latinx Populations in Northern California ,"University of California, San Francisco",3P30AI027763-29S1​,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233730&icde=52358713,NOT-OD-20-121,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-121.html,This study aims to implement and evaluate community-engaged approaches to improving access and uptake of COVID-19 testing in Latino/a communities in Northern California and understand local epidemiology and factors driving the stark ethnic disparities observed in COVID-19 case rates.
118,RADx-UP,Evaluation of Smoke-Free Housing Policy Impacts on Tobacco Smoke Exposure and Health Outcomes,New York University School of Medicine,3R01CA220591-03S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231976&icde=51932084,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This proposal aims to increase access and determine community-informed preferences for testing using a community health worker-facilitated comparative effectiveness study in the New York Housing Authority.
119,RADx-UP,Rhode Island Center for Clinical and Translational Science,Brown University,3U54GM115677-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233455&icde=51932115,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This project is targeted to increase testing in the Rhode Island Latino/Latina community through partnerships with community clinics.
120,RADx-UP,Juntos (Together): A community led approach to enhance to COVID-19 testing among vulnerable Latinos,Johns Hopkins University,3-R01DA045556-04,https://projectreporter.nih.gov/project_info_description.cfm?aid=10230852&icde=52357578,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This proposal looks to increase access and uptake of testing in the Latino/Latina community in Baltimore using a combination of social media strategies and community navigators to connect individuals to care. This testing campaign will center on a bilingual website that addresses community concerns and allows identification of testing sites.
121,RADx-UP,LITE CONNECT: Addressing testing gaps and epidemiologic disparities of COVID-19 among transgender people in the United States,Johns Hopkins University,3UH3AI133669-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10231680&icde=51932944,NOT-OD-20-120,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-120.html,This project aims to better understand barriers and facilitators of testing in the transgender community using an internet-based approach and a home testing strategy.
122,RADx-UP,Advancing Palliative Care in Northern Plains American Indians,Massachusetts General Hospital,3R01CA240080-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232516&icde=51932916,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This research will perform a phased study of three Lakota tribes in South Dakota to address attitudes and access to testing.
123,RADx-UP,Use of Behavioral Economics in Repeat SARS-CoV-2 Antibody Testing in Disadvantaged Communities,University of Southern California,3R33AG057395-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233727&icde=51982272,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study is looking to investigate the social and behavioral determinants of COVID-19 testing in the Hispanic population in Los Angeles.
124,RADx-UP,Role of Alcohol Disparities in HIV Risk among Sexual Minority Youth,Northwestern University at Chicago,3R01AA024409-05S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10230745&icde=51932963,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will analyze COVID-19 testing among marginalized and understudied racial/ethnic minority and sexual and gender minority youth and young adults by utilizing a national online survey and qualitative interviews to determine what factors influence testing attitudes with the goal of developing social marketing and text message health messaging interventions.
125,RADx-UP,Social and Behavioral Implications for COVID-19 Testing in Delaware's Underrepresented Communities,Delaware State University,3P20GM103653-09S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10232755&icde=51932985,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will use retrospective data from the 2010 census and a Johns Hopkins University COVID-19 survey from the PHenX and DR2 repository to look at patterns of COVID-19 testing.
126,RADx-UP,Addressing Low-Income Housing Resident Mistrust in COVID-19 Guidance,Eastern Virginia Medical School,3R37CA245716-01A1S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233456&icde=51933004,NOT-OD-20-119,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-119.html,This study will address distrust among low income housing residents towards public housing authorities (PHA) and determine how this impacts guidance and COVID-19 recommendations.
127,RADx-UP,RADx-UP CDCC,Duke University,1U24MD016258-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10233289&icde=51982295,RFA-OD-20-013,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-013.html,"This study will bring together an interdisciplinary team comprising principal investigators with complementary expertise in clinical trial management, community engagement, data science and clinical research informatics to create a community-focused coordination and data collection center for RADx-UP."
128,RADx-rad,A Confectionary-based Screening Tool for Assessing Chemosensory Loss in COVID-19 Patients,Ohio State University,3R01DC016112-04S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264611&icde=53205312,NOT-OD-20-152,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-152.html,"This project will develop, validate, and deploy a novel test that uses hard candy to independently assess smell and taste function in individuals who are at high risk for contracting COVID-19."
129,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,Arizona State University,3R01LM013129-02W1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10246003&icde=53218087&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,NOT-OD-20-159,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-20-159.html,This project will implement and evaluate a near real-time wastewater-based epidemiology (WBE) framework for SARS-CoV-2 for communities throughout the U.S. to provide a snapshot of community spread and advanced knowledge of future trends in morbidity and mortality that will allow for targeted public health protection measures.
130,RADx-rad,Nanobody-based Electrochemical Biosensor for Real-Time Detection of Aerosolized SARS-CoV-2,Washington University,1U01AA029331-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264330&icde=53205273,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,"This project will develop an electrochemical biosensor in two detection devices, 1) a diagnostic breathalyzer for instant detection of SARS-CoV-2 and 2) an airborne detector for real-time, continuous surveillance of a large space."
131,RADx-rad,Detection and Automatic Privacy-Protected Contact Tracing System Designed for COVID-19,Louisiana State Univ A&M Col Baton Rouge,1U01AA029348-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264617&icde=53205332,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,This project will develop a designer DNA nanostructure-based capture probe that harbors a macromolecular “net” whose vertices precisely match the intra- and inter-spatial pattern of SARS-CoV-2 trimeric spike glycoprotein clusters and integrates a netshaped array of SARS-CoV-2 spike specific-targeting aptamers.
132,RADx-rad,Rolosense: An Innovative Platform for Automatic Mobile Phone Readout of Active SARS-CoV-2 Particles,Emory University,1U01AA029345-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264612&icde=53205350,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,This project will develop a novel platform technology for automatic surveillance and tracing of airborne SARS-CoV-2 virus particles in real-time. The centerpiece of this proposal is the “Rolosense” technology which leverages a DNA micromotor as the virus sensing and transduction material that can be detected by a conventional smart phone camera.
133,RADx-rad,Minimal False-alarm Touch-based Detection of SARS-Cov-2 Virus Particles using Poly-aptamers,General Electric Global Research Center,1U01AA029324-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10263679&icde=53205398,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,"This project will build a touch-screen sensor array to directly capture, detect, and identify model SARS-CoV-2 virus particles with minimal false alarms. The proposed solution is based on several innovations driven by eliminating a need for a dedicated sampling step and solving the problems of detection and reliable selective recognition of virus particles, performing detection/recognition operation in a two-dimensional format of biosensors."
134,RADx-rad,"Touchscreen-compatible, Real-Time Electrochemical Sensing of SARS-CoV-2",University of Washington,1U01AA029316-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10260946&icde=53205415,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,"This project will integrate aptamer-based biosensing of SARS-CoV-2 into a touchscreen device. The main objectives are to 1) engineer conformation switching aptamers for electrochemical sensing of SARS-CoV-2 binding, 2) develop nanogap capacitive sensors as a uniquely complementary approach to capacitive touchscreen technology and 3) build and test an integrated biosensor and touchscreen array that can detect SARSCoV-2 from patient samples."
135,RADx-rad,Development of an Automated Diagnostic Platform for SARS-CoV-2 Monitoring in Vulnerable Areas,Clemson University,1U01AA029328-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264274&icde=53205443,RFA-OD-20-014,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-014.html,"This project will develop a label-free multiplexing platform for rapid detection of SARS-CoV-2 and its mutants in saliva.  The proposed system will integrate signals from different biorecognition elements, with aptamer, antibody, and ACE2 immobilized onto laser inscribed graphene electrodes."
136,RADx-rad,Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,University of Miami Coral Gables,1U01DA053941-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264591&icde=53205467,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project will develop, implement, and demonstrate effective and predictive wastewater surveillance by optimizing sampling, concentration, and detection strategies. The objectives will be addressed through three aims, including data Standardization, wastewater characterization, and Integration with Human Health Surveillance."
137,RADx-rad,Wastewater Analysis of SARS CoV-2 in Tribal Communities,Arizona State University-Tempe,1U01DA053976-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264713&icde=53205490,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project proposes wastewater-based epidemiology as a non-invasive, culturally appropriate biomonitoring strategy for adoption and implementation by Tribal communities as a health surveillance tool. The project aims to measure coronavirus in wastewater across U.S. reservations using established RT-qPCR techniques and a novel protein quantification method, and sequences viral RNA extracts to assess SARS- CoV-2 variants in Tribal communities."
138,RADx-rad,"Improved Scalability, Sensitivity, and Interpretability of Pathogen Detection, Including SARS-CoV-2, in Wastewater using High-Throughput, Highly Multiplexed Digital Array PCR Technology","University of North Carolina, Chapel Hill",1U01DA053899-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264252&icde=53205504,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project proposes highly multiplexed digital PCR assays on wastewater collected from multiple diverse geographical regions that will be comprehensive, rapid, low cost, and quantitative for monitoring the circulation of disease. The assay system will be able to address novel pathogens by allowing rapid aggregation of genetic tests for these new targets."
139,RADx-rad,Wastewater Assessment for Coronavirus in Kentucky: Implementing Enhanced Surveillance Technology,University of Kentucky,1U01DA053903-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264317&icde=53205513,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project will develop next generation wastewater assessment loop-mediated isothermal amplification technology and implement and validate the next generation assay at congregate living facilities side-by-side with conventional wastewater surveillance. This will include wastewater treatment plant operators, watershed watch citizen scientists, and school science teachers to test wastewater in Appalachian Kentucky communities and schools using the assay, whose results are validated in lab."
140,RADx-rad,Wastewater Detection of COVID-19,Missouri State Dept/ Health & Senior Services,1U01DA053893-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10263681&icde=53205538,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project will monitor congregate facilities to define per-patient contribution and longevity of SARS-CoV-2 RNA to wastewater by increasing the number of facilities tested, altering frequency of sample collection, and comparing sewershed data collected to clinical patient case data."
141,RADx-rad,Optimizing SARS-CoV-2 Wastewater Based Surveillance in Urban and University Campus Settings,Columbia University Health Sciences,1U01DA053949-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264634&icde=53205567,RFA-OD-20-015,https://grants.nih.gov/grants/guide/rfa-files/rfa-od-20-015.html,"This project will optimize wastewater based testing surveillance protocols of waste streams at an urban university campus encompassing dorms, research facilities and a tertiary care hospital, surrounding sewershed and wastewater treatment plant. Researchers will detect SARS-CoV-2 using qRT-PCR to estimate prevalence and viral panel-enriched metatranscriptomics to characterize viral diversity."
142,RADx-rad,Marshallese: Alternate Surveillance for COVID-19 in a Unique Population,Washington State University,1R01MD016526-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273577&icde=53205629,RFA-OD-20-016,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-016.html,This project will generate novel data and insights into the current difficulties of stemming the pandemics in the minority communities.
143,RADx-rad,Validation of Smart Masks for Surveillance of COVID-19,"University of California, San Diego",1R01DE031114-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273452&icde=53205647,RFA-OD-20-016,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-016.html,"This project will develop a “smart mask” that changes colors when exposed to proteases of COVID-19 (Mpro and PLP proteases specific to the SARS viruses) found in saliva, the mask concentrates them from aerosolized saliva when the subject breathes and speaks. Biobank salvia samples are being leveraged to help determine the specificity of the mask."
144,RADx-rad,Multi-modal Wireless COVID Monitoring & Infection Alerts for Concentrated Populations,Stanford University,1R01NR020105-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10274232&icde=53222572&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-016,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-016.html,This project will further develop a first generation detection system using heart rate data from commercially-available Fitbit Ionic wearable devices for the detection of COVID and other infectious diseases in dense concentrated populations (DCPs) using a wireless and interoperable digital health framework that centralizes all wearable-derived data and tailors its presentation and health event alert system to the IT capabilities and needs of each DCP setting.
145,RADx-rad,"Early Detection, Containment, and Management of COVID-19 in Dialysis Facilities Using Multi-Modal Data Sources","University of California, Santa Barbara",1R01DK130067-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10274119&icde=53222620&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-016,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-016.html,"This project focuses on COVID-19 transmission and risk in dialysis facilities by combining data already being collected to predict the onset of COVID-19 in high risk dialysis patients prior to symptomatic manifestations for better management in the high-density setting. It will leverage demographic, clinical, treatment, laboratory, socioeconomic, serological, metabolomic, wearable and machine-integrated sensors, and COVID-19 surveillance data to develop mathematical and statistical models."
146,RADx-rad,Portable GC Detector for Breath-based COVID Diagnostics,"University of California, Davis",1U18TR003795-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266337&icde=53208471&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-017,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-017.html,This project will detect volatile organic compunds from breath to diagnose subjects infected with SARS-CoV-2. It will use gas chromatographic separation linked to a small device that performs differential mobility spectrometry (DMS) to detect the volatile compounds.
147,RADx-rad,COVID-19 Detection through Scent Analysis with a Compact GC Device,University of Michigan at Ann Arbor,1U18TR003812-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266206&icde=53208640&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-017,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-017.html,This project will develop field-deployable micro-gas chromatography devices for breath volatile organic compunds (VOCs) analysis. Investigators have already developed a portable 1D micro-GC device and adopted it to detect breath VOCs in acute respiratory distress syndrome in human patients.
148,RADx-rad,A Handheld Microchip for GC Analysis of Breath to Screen for COVID-19,University of Louisville,1U18TR003787-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266377&icde=53208690&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-017,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-017.html,This project will develop a handheld breath collection tool that would be used in conjunction with a portable GC with a photoionization detector resulting in mobile breath analysis technology for rapid screening for COVID-19. The handheld tool will be a closed system for trapping select volatile organic compounds on a microfabricated silicon chip.
149,RADx-rad,"Effective, Reagent-free Detection of the Odor Signature of Covid-19 Infection Using a Nano-Enabled Sensor Array",University of Pennsylvania,1U18TR003775-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266403&icde=53208735&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-017,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-017.html,This project will develop and validate a portable automated system for detecting COVID-19 by analysis of volatile organic compounds (VOCs) from body odor. The investigators proposed to develop this e-nose system to identify VOCs in human samples by using a DNA-carbon nanotube vapor sensors array system.
150,RADx-rad,Multi-parametric Integrated Molecular Detection of SARS-CoV-2 from Biofluids by Adapting Single Extracellular Vesicle Characterization Technologies,Ohio State University,1U18TR003807-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266279&icde=53208906&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-018,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-018.html,"This project will be repurposing versatile single exosome-based isolation technologies towards the detection of SARS-CoV-2 infection from biofluids. The technology employs a microfluidics system for the multi-parametric detection of both viral protein, viral RNA, and host antibodies (IgG/IgM) that are detected simultaneously by combining fluorescence-labeled antibodies and molecular beacons."
151,RADx-rad,AFS/SERS Saliva-based SARS-CoV-2 Earliest Infection and Antibodies Detection,"University of California, Los Angeles",1U18TR003778-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266399&icde=53208992&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-018,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-018.html,"This project will reposition the Acoustofluidic Separation (AFS) EV technology and Surface Enhanced Raman Spectroscopy (SERS) used for single vesicle isolation towards the non-invasive, early detection of SARS-CoV-2 in saliva of infected patients. The study aims to employ an integrated multi-parametric non-invasive saliva test for SARS-CoV- 2 infection, viral load and host immunity test demonstrating clinical performance that can potentially surpass current saliva-based SARS-CoV-2 tests."
152,RADx-rad,Exosome-based Non-traditional Technologies Towards Multi-Parametric and Integrated Approaches for SARS-CoV-2,Johns Hopkins University,1U18TR003780-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266397&icde=53209044&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-018,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-018.html,"This project will repurpose extracellular vesicle separation and characterization technologies into a fully automated SARS-CoV-2 testing platform that is low-cost, accurate, sensitive, rapid, and practical. The device will be optimized to analyze blood, saliva, and nasopharyngeal swabs collected at home, without risking transmission to healthcare workers."
153,RADx-rad,Microfluidic Isolation and Characterization of SARS-CoV-2 and Virus Related Exosomes,Massachusetts General Hospital,1U18TR003793-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266342&icde=53209144&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-018,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-018.html,"This project will optimize exosome capture technology, EVHB-Chip, a novel microfluidic technology, towards the isolation of intact SARS-CoV-2 virus, and loop mediated isothermal amplification based detection assay, and includes a full clinical validation and benchmarking of the assay. Detection assay will be compared against existing approved SARS-CoV-2 detection assays to determine detection sensitivity and specificity."
154,RADx-rad,RADx-rad Discoveries & Data: Consortium Coordination Center Program Organization,"University of California, San Diego",1U24LM013755-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10274180&icde=53222688&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-019,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-019.html,"This project will use advanced data management to coordinate a consortium of innovative COVID-­19 diagnostic technology developers. The partnership between the University of California San Diego and the University of Texas Health Science Center at Houston brings together informatics/data scientists and infectious diseases specialists who will standardize viral samples, testing and procedures, as well as data in order to integrate and share data in a meaningful manner."
155,RADx-rad,A Scalable Aptamer-based Electrochemical Biosensor for Rapid Detection of SARS-Cov-2 from Saliva,"mPOD, Inc.",1R44DE030842-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266410&icde=53209399&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-020,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-020.html,"This project will expand COVID-19 testing capabilities through a novel biosensor that will use oligonucleotide molecules called aptamers to bind to unique sites on the SARS-CoV-2 virus in saliva and report the data via the mPOD Inc. mobile app. The study team hypothesizes that mPOD will improve point-of-care and over-the-counter testing capacity for COVID-19 and will further enhance tracking through a rapid, affordable, aptamer-based biosensor."
156,RADx-rad,Designer DNA Nanostructure Based Biosensing for Rapid COVID-19 Detection and Monitoring using Saliva Sample,"Atom Bioworks, Inc.",1R44DE030852-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266426&icde=53209492&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-020,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-020.html,"This project will develop a DNA Star aptamer-based detection system that can cheaply and readily detect SARS-CoV-2 in saliva samples. The novel DNA Star biosensing approach utilizes viruses unique expression of spatial patterns of antigens on their surfaces, facilitating multivalent binding to host cells for infection."
157,RADx-rad,Direct Bioelectronic Detection of SARS-Cov-2 from Saliva using Singlemolecule Field-effect Transistor Array,"Quicksilver Biosciences, Inc.",1R44DE030841-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266395&icde=53209569&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-020,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-020.html,"This project will develop a new bioelectronic approach for antigen testing for COVID-19. The study will utilize DiagnostikosTM, an in-development rapid point of contact platform for direct, real- time, multiplexed, quantitative bioelectronic detection of biomolecules that employs an all-electronic detection device that functions at the single-molecule level."
158,RADx-rad,A Multimodal Platform for Oral Screening of COVID-19,"Innotech, LLC",1R42DE030829-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266378&icde=53209837&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-021,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-021.html,"This project will develop a multiplexed sensor platform based on nanomaterials capable of rapid simultaneous detection of multiple components of viral particles in a field applicable electrochemical device. The device has synthetic biosensors that, in a multimodal, rapid, accurate, inexpensive, field- deployable test, will detect SARS-CoV-2."
